Brand,Model,Price (USD),Selling Platform,Rating,Refresh Rate (Hz),Screen Size (inches),RAM (GB),Storage (GB),Processor,Camera Setup
Sony,iPhone SE 10,1451.89,Reliance Digital,4.1,60,6.6,12,128,Dimensity 920,108MP + 50MP + 5MP
Nokia,Nord Plus 19,578.41,Walmart,3.4,90,6.5,6,256,Dimensity 920,64MP + 8MP + 2MP
Realme,Galaxy S Turbo 19,1297.1,Official Store,3.8,60,7.3,6,128,Helio G99,12MP + 8MP + 2MP
Oppo,Redmi Note Turbo 13,1065.46,AliExpress,5.0,60,6.6,6,128,Helio G99,108MP + 50MP + 2MP
Realme,Nord Turbo 23,1605.29,Official Store,4.5,90,6.7,8,128,Dimensity 920,64MP + 16MP + 5MP
Apple,Moto G Plus 22,1350.41,Flipkart,4.3,60,5.6,6,64,A16 Bionic,64MP + 50MP + 8MP
Motorola,Reno Mini 12,1277.26,Best Buy,4.6,90,6.9,12,256,Helio G99,12MP + 50MP + 5MP
Apple,Reno Mini 22,1514.37,Flipkart,3.6,144,5.1,4,128,A16 Bionic,108MP + 16MP + 2MP
Samsung,Narzo Max 24,402.77,eBay,4.0,90,6.8,6,128,Snapdragon 8 Gen 2,200MP + 50MP + 8MP
OnePlus,Moto G Pro 12,1263.14,Walmart,3.3,144,5.9,4,128,Dimensity 9000,108MP + 12MP + 2MP
Google,iPhone Plus 19,1774.12,eBay,4.9,90,5.9,6,128,Tensor G2,48MP + 50MP + 2MP
Google,Reno Plus 11,1689.52,Amazon,4.2,90,7.5,12,64,Tensor G1,48MP + 16MP + 8MP
OnePlus,Galaxy S Plus 25,325.96,Reliance Digital,4.5,90,5.8,4,1024,Snapdragon 8+ Gen 1,48MP + 16MP + 8MP
OnePlus,Reno Turbo 21,433.4,Amazon,3.4,120,7.2,4,1024,Dimensity 9000,48MP + 50MP + 2MP
OnePlus,V Series Turbo 16,1849.93,Reliance Digital,5.0,165,7.1,4,256,Dimensity 9000,50MP + 8MP + 8MP
Apple,Reno Ultra 17,893.26,Official Store,3.7,144,5.3,6,64,A16 Bionic,108MP + 12MP + 5MP
Apple,iPhone SE 23,1406.19,Best Buy,3.1,120,6.9,4,512,A15 Bionic,12MP + 8MP + 8MP
Samsung,Mate Lite 15,953.49,Flipkart,4.8,60,7.2,4,512,Snapdragon 8 Gen 2,12MP + 50MP + 8MP
Apple,Mate Pro 12,1770.39,eBay,4.2,120,5.5,4,256,A15 Bionic,64MP + 8MP + 5MP
Nokia,Redmi Note 5G 10,174.57,Amazon,4.3,144,5.0,16,256,Dimensity 920,64MP + 12MP + 2MP
Vivo,Xperia SE 16,1036.18,AliExpress,4.2,165,6.8,8,256,Helio G99,108MP + 50MP + 8MP
Oppo,Xperia Turbo 13,1390.15,Reliance Digital,4.3,165,6.2,12,128,Dimensity 920,50MP + 12MP + 8MP
Huawei,Xperia Ultra 21,1732.43,Reliance Digital,3.4,120,6.0,12,1024,Helio G99,50MP + 12MP + 5MP
Oppo,P Series Plus 21,344.33,Best Buy,3.9,165,7.1,16,128,Dimensity 920,64MP + 12MP + 2MP
Vivo,P Series Mini 14,1936.79,AliExpress,3.8,120,5.6,8,64,Dimensity 920,12MP + 12MP + 2MP
Realme,P Series Pro 18,1060.91,Walmart,4.0,144,6.0,12,128,Helio G99,64MP + 8MP + 2MP
Nokia,Nord Plus 25,953.06,Best Buy,4.4,60,6.3,8,64,Dimensity 920,200MP + 16MP + 5MP
Apple,Reno Pro 15,545.11,AliExpress,4.2,165,7.4,6,64,A15 Bionic,12MP + 50MP + 8MP
Apple,Galaxy S Plus 22,1039.9,AliExpress,4.8,120,5.0,4,512,A16 Bionic,12MP + 50MP + 2MP
Samsung,Reno 5G 23,597.18,Reliance Digital,4.5,90,6.5,6,256,Snapdragon 8 Gen 2,50MP + 12MP + 8MP
Realme,Narzo Lite 22,1190.16,Reliance Digital,3.7,90,6.9,8,512,Helio G99,12MP + 16MP + 5MP
Motorola,Pixel Turbo 18,708.73,Flipkart,5.0,90,5.6,16,128,Dimensity 920,64MP + 16MP + 5MP
Oppo,Moto G Ultra 17,1738.2,Amazon,4.4,60,6.6,6,512,Helio G99,50MP + 16MP + 8MP
Google,P Series 5G 19,1622.98,Best Buy,4.3,144,6.2,4,128,Tensor G1,108MP + 16MP + 2MP
Apple,Moto G 5G 20,829.54,Reliance Digital,3.7,144,5.7,16,64,A15 Bionic,12MP + 16MP + 5MP
Realme,Nord SE 10,1436.38,Flipkart,3.0,90,6.0,16,256,Dimensity 920,108MP + 8MP + 5MP
Sony,P Series Ultra 11,1763.02,Amazon,3.5,120,6.6,12,128,Helio G99,48MP + 50MP + 5MP
Huawei,Mate 5G 20,1725.87,Flipkart,4.4,60,5.4,8,512,Dimensity 920,50MP + 50MP + 2MP
Sony,Redmi Note Mini 12,589.62,Reliance Digital,3.9,90,6.3,12,512,Helio G99,12MP + 8MP + 2MP
Motorola,V Series Edge 15,1901.51,eBay,3.6,144,6.8,8,128,Helio G99,200MP + 8MP + 5MP
Sony,Mate SE 10,1316.52,Flipkart,3.1,60,6.3,16,256,Helio G99,200MP + 12MP + 8MP
OnePlus,iPhone Turbo 25,504.23,Official Store,3.3,144,6.1,4,1024,Dimensity 9000,108MP + 12MP + 2MP
Oppo,iPhone Max 12,1636.62,eBay,3.7,165,7.2,6,512,Helio G99,64MP + 8MP + 2MP
Google,Narzo Turbo 17,1957.53,Amazon,4.7,90,5.9,6,256,Tensor G2,50MP + 16MP + 2MP
Google,Redmi Note Ultra 12,952.37,eBay,3.3,60,6.7,4,512,Tensor G1,64MP + 12MP + 8MP
Apple,Xperia 5G 18,1810.26,eBay,4.9,120,7.1,8,64,A16 Bionic,200MP + 12MP + 2MP
Xiaomi,P Series SE 11,1872.41,Reliance Digital,3.5,144,6.9,12,64,Snapdragon 7 Gen 1,200MP + 12MP + 8MP
Sony,Redmi Note Mini 16,734.27,AliExpress,4.2,60,6.1,4,64,Helio G99,48MP + 12MP + 8MP
Apple,Mate 5G 10,188.03,Best Buy,4.1,165,7.4,12,1024,A15 Bionic,50MP + 12MP + 5MP
Nokia,Narzo Lite 25,1982.39,Walmart,3.0,90,6.3,8,64,Helio G99,64MP + 50MP + 2MP
Realme,V Series Pro 12,920.8,eBay,3.8,165,5.1,16,1024,Dimensity 920,50MP + 50MP + 2MP
Nokia,P Series Mini 14,1503.66,Best Buy,3.8,90,5.4,6,1024,Helio G99,108MP + 50MP + 8MP
Apple,iPhone Lite 22,762.57,Walmart,3.6,120,5.1,12,1024,A15 Bionic,200MP + 12MP + 8MP
Realme,Galaxy S Lite 15,1732.97,AliExpress,4.4,165,6.7,4,64,Helio G99,64MP + 50MP + 2MP
Samsung,Xperia Pro 22,336.37,Official Store,4.9,144,5.6,4,512,Exynos 2200,12MP + 12MP + 5MP
Sony,P Series Mini 18,809.81,Walmart,3.1,165,7.0,4,1024,Dimensity 920,64MP + 50MP + 8MP
Xiaomi,Xperia Turbo 16,926.6,eBay,3.5,120,6.4,8,64,Dimensity 1080,50MP + 12MP + 5MP
Vivo,Redmi Note Edge 24,766.31,Reliance Digital,4.7,60,5.1,4,1024,Helio G99,48MP + 50MP + 2MP
Google,P Series Turbo 20,1713.94,Flipkart,4.0,90,5.2,12,512,Tensor G2,200MP + 12MP + 8MP
Xiaomi,iPhone Pro 10,1192.5,Flipkart,4.6,120,5.3,12,512,Snapdragon 7 Gen 1,12MP + 16MP + 2MP
Samsung,P Series Mini 20,1534.03,Official Store,4.5,60,5.3,4,512,Snapdragon 8 Gen 2,12MP + 50MP + 2MP
Xiaomi,V Series Pro 13,1939.85,Reliance Digital,4.5,165,5.2,16,512,Dimensity 1080,64MP + 8MP + 8MP
Motorola,Narzo Pro 22,871.19,Best Buy,3.3,90,5.8,4,64,Helio G99,48MP + 12MP + 2MP
Samsung,Reno Mini 24,1391.89,Reliance Digital,4.6,120,7.0,16,1024,Snapdragon 8 Gen 2,200MP + 12MP + 2MP
Sony,Narzo Ultra 13,1258.39,Reliance Digital,4.7,90,6.0,8,512,Dimensity 920,12MP + 50MP + 8MP
Huawei,Galaxy S SE 16,1695.56,Flipkart,3.4,144,7.3,12,512,Helio G99,12MP + 50MP + 8MP
Apple,Mate Plus 19,1507.87,Official Store,4.0,120,5.2,12,128,A15 Bionic,64MP + 8MP + 2MP
Oppo,Nord Lite 21,1103.67,Reliance Digital,4.1,165,5.5,6,64,Helio G99,50MP + 8MP + 2MP
Realme,Mate Turbo 24,628.52,Official Store,3.8,120,7.4,16,128,Dimensity 920,64MP + 50MP + 2MP
Apple,Pixel Lite 18,1165.97,Reliance Digital,3.4,144,6.0,4,512,A15 Bionic,50MP + 8MP + 8MP
Oppo,V Series SE 21,1231.12,Walmart,3.3,60,7.1,4,128,Helio G99,64MP + 16MP + 5MP
OnePlus,Narzo Lite 25,830.44,AliExpress,3.9,165,5.3,12,128,Snapdragon 8+ Gen 1,50MP + 16MP + 2MP
Samsung,P Series Plus 16,1788.78,Amazon,4.6,120,7.3,4,512,Snapdragon 8 Gen 2,48MP + 16MP + 5MP
OnePlus,Mate Lite 12,1577.18,eBay,4.7,90,5.3,12,512,Dimensity 9000,200MP + 16MP + 8MP
Oppo,Redmi Note Pro 11,1621.09,Amazon,4.7,90,6.5,12,512,Helio G99,108MP + 8MP + 5MP
Oppo,V Series Edge 16,1549.49,eBay,3.2,90,5.2,8,1024,Helio G99,200MP + 8MP + 2MP
Sony,Galaxy S Plus 22,349.65,eBay,4.0,60,5.8,8,64,Dimensity 920,50MP + 8MP + 5MP
Nokia,Nord 5G 24,495.36,Reliance Digital,4.2,120,6.2,16,128,Helio G99,64MP + 12MP + 5MP
Huawei,Reno 5G 25,1439.93,eBay,4.0,60,6.4,16,128,Helio G99,48MP + 8MP + 2MP
Apple,Xperia Max 10,241.14,Reliance Digital,3.5,90,7.1,4,64,A16 Bionic,50MP + 50MP + 8MP
Apple,Xperia Max 13,584.32,Walmart,3.6,144,7.1,6,64,A16 Bionic,12MP + 12MP + 2MP
Nokia,Nord Max 11,793.75,Amazon,4.3,90,5.8,8,1024,Helio G99,108MP + 50MP + 8MP
Google,P Series 5G 17,772.97,Best Buy,3.8,90,6.9,16,128,Tensor G1,64MP + 8MP + 2MP
Samsung,P Series Ultra 10,481.83,Amazon,4.3,165,6.1,12,512,Exynos 2200,48MP + 12MP + 2MP
Vivo,Nord Ultra 25,1624.29,Walmart,4.1,120,5.0,6,1024,Helio G99,50MP + 16MP + 5MP
Nokia,Xperia Edge 17,695.28,AliExpress,4.3,60,5.1,12,1024,Dimensity 920,108MP + 12MP + 2MP
Google,Pixel 5G 12,688.55,Walmart,3.2,120,6.2,6,64,Tensor G2,64MP + 8MP + 8MP
Samsung,Moto G Max 17,1373.73,Reliance Digital,4.2,120,6.0,16,512,Snapdragon 8 Gen 2,64MP + 16MP + 8MP
OnePlus,Mate Ultra 10,1365.95,AliExpress,4.5,60,6.7,12,128,Snapdragon 8+ Gen 1,64MP + 16MP + 5MP
Samsung,Galaxy S SE 24,419.55,Amazon,3.3,144,6.0,6,1024,Snapdragon 8 Gen 2,64MP + 16MP + 5MP
Sony,Galaxy S SE 23,1971.9,AliExpress,3.7,120,5.6,12,256,Dimensity 920,200MP + 50MP + 2MP
Sony,Redmi Note Pro 10,997.71,Reliance Digital,3.9,144,5.3,8,512,Helio G99,108MP + 12MP + 2MP
Xiaomi,Mate Ultra 12,1880.83,eBay,4.4,144,7.5,12,64,Snapdragon 7 Gen 1,12MP + 50MP + 8MP
Huawei,V Series Edge 12,802.71,Best Buy,4.4,165,5.2,16,256,Helio G99,48MP + 8MP + 2MP
Oppo,P Series 5G 21,944.65,Walmart,4.3,120,5.6,6,128,Helio G99,64MP + 12MP + 8MP
Oppo,Reno Lite 16,1946.69,Reliance Digital,4.1,165,6.1,4,128,Dimensity 920,48MP + 50MP + 8MP
Huawei,Galaxy S Plus 15,349.86,Reliance Digital,4.7,60,7.3,4,128,Dimensity 920,108MP + 12MP + 8MP
Vivo,Mate Turbo 20,1532.89,eBay,3.2,165,6.5,16,64,Dimensity 920,48MP + 12MP + 2MP
Huawei,Mate Pro 12,1598.76,Flipkart,3.6,165,5.4,12,64,Dimensity 920,50MP + 16MP + 8MP
Samsung,Redmi Note Edge 17,260.04,Official Store,4.1,165,6.4,16,256,Snapdragon 8 Gen 2,108MP + 12MP + 2MP
Samsung,Galaxy S Turbo 13,1078.11,AliExpress,3.4,90,6.1,12,512,Exynos 2200,64MP + 50MP + 5MP
Samsung,V Series 5G 24,1991.84,eBay,3.1,144,6.7,16,256,Snapdragon 8 Gen 2,108MP + 50MP + 5MP
Vivo,Redmi Note 5G 12,846.0,Best Buy,3.4,165,5.4,8,1024,Dimensity 920,200MP + 50MP + 2MP
Oppo,Mate Pro 18,187.48,Flipkart,3.9,60,6.3,6,64,Dimensity 920,50MP + 16MP + 2MP
Oppo,iPhone Edge 12,1043.43,eBay,4.4,144,5.9,4,512,Dimensity 920,64MP + 16MP + 2MP
Nokia,Moto G 5G 18,765.36,AliExpress,4.2,120,6.9,8,64,Dimensity 920,200MP + 50MP + 8MP
Samsung,P Series 5G 25,1669.36,Official Store,3.3,165,6.3,8,64,Snapdragon 8 Gen 2,108MP + 50MP + 8MP
Apple,Galaxy S Mini 16,1409.14,eBay,4.2,90,5.6,4,512,A16 Bionic,108MP + 16MP + 8MP
Sony,P Series Edge 21,1641.19,Amazon,3.3,60,6.6,12,1024,Helio G99,12MP + 16MP + 5MP
Xiaomi,Reno Ultra 23,1761.08,Best Buy,4.5,60,7.4,16,64,Dimensity 1080,200MP + 8MP + 2MP
Oppo,Mate Lite 25,1324.09,Flipkart,4.5,144,6.1,8,512,Helio G99,12MP + 12MP + 5MP
Sony,Moto G Max 10,200.39,eBay,4.5,144,6.2,4,1024,Helio G99,200MP + 12MP + 8MP
Xiaomi,Moto G Plus 21,1289.31,Walmart,4.7,120,7.2,6,128,Snapdragon 7 Gen 1,108MP + 12MP + 2MP
Motorola,Xperia Max 16,278.27,Amazon,3.0,144,7.0,4,512,Helio G99,108MP + 8MP + 2MP
Google,Reno Plus 20,1001.59,Reliance Digital,3.5,90,5.2,6,256,Tensor G1,64MP + 50MP + 2MP
Sony,Mate 5G 23,1558.52,Walmart,4.9,60,5.8,4,128,Helio G99,108MP + 12MP + 8MP
Huawei,Redmi Note Lite 10,863.05,Reliance Digital,3.9,165,5.7,4,512,Dimensity 920,50MP + 12MP + 5MP
Motorola,Mate SE 19,486.42,Flipkart,4.1,165,5.4,16,128,Dimensity 920,12MP + 50MP + 2MP
Huawei,Galaxy S Max 10,591.59,Walmart,4.6,120,5.3,8,128,Helio G99,12MP + 16MP + 5MP
OnePlus,P Series Turbo 15,1757.05,Flipkart,3.1,144,7.5,12,1024,Snapdragon 8+ Gen 1,12MP + 16MP + 8MP
Realme,Narzo Mini 21,1341.66,AliExpress,3.5,165,5.0,4,256,Helio G99,48MP + 12MP + 5MP
Google,Nord Plus 14,1610.01,Reliance Digital,3.3,90,5.6,4,128,Tensor G2,64MP + 16MP + 2MP
Realme,Galaxy S SE 21,174.22,Amazon,3.5,60,7.1,12,512,Dimensity 920,50MP + 50MP + 8MP
Sony,Moto G Max 25,1266.08,Flipkart,3.7,120,5.8,8,1024,Helio G99,108MP + 12MP + 2MP
Sony,Xperia Edge 11,518.46,AliExpress,3.9,60,5.1,8,256,Dimensity 920,50MP + 8MP + 2MP
Apple,Mate Turbo 13,544.23,Amazon,3.2,60,7.1,8,256,A16 Bionic,108MP + 12MP + 2MP
Realme,Moto G Plus 24,1509.0,AliExpress,3.5,90,7.4,16,1024,Dimensity 920,108MP + 16MP + 2MP
OnePlus,Redmi Note Turbo 11,580.26,AliExpress,3.4,165,7.3,12,256,Dimensity 9000,200MP + 50MP + 2MP
Huawei,V Series Edge 22,415.81,AliExpress,3.7,90,6.8,16,256,Helio G99,200MP + 12MP + 5MP
Sony,Moto G 5G 11,469.52,Official Store,3.0,60,7.2,8,128,Dimensity 920,50MP + 50MP + 8MP
Xiaomi,V Series Plus 16,1901.12,eBay,4.2,60,7.1,16,1024,Snapdragon 7 Gen 1,50MP + 8MP + 8MP
Apple,Narzo Edge 12,1814.6,Walmart,4.0,144,7.2,4,128,A15 Bionic,48MP + 12MP + 8MP
Apple,V Series 5G 11,1153.02,Flipkart,4.8,60,5.7,4,128,A15 Bionic,64MP + 12MP + 2MP
Nokia,Reno Pro 23,844.02,Amazon,3.9,90,7.3,8,512,Helio G99,108MP + 8MP + 8MP
Nokia,Pixel Ultra 10,501.47,Official Store,3.5,120,6.6,16,512,Dimensity 920,200MP + 12MP + 8MP
Apple,Moto G Ultra 21,854.79,Reliance Digital,3.5,90,5.5,6,512,A15 Bionic,12MP + 12MP + 5MP
Samsung,Mate Edge 25,1908.87,AliExpress,4.6,144,6.8,6,512,Exynos 2200,12MP + 8MP + 2MP
Vivo,Redmi Note Max 14,1561.51,Reliance Digital,3.7,144,6.3,6,512,Dimensity 920,50MP + 12MP + 8MP
Realme,iPhone Edge 24,173.32,Walmart,4.1,90,7.1,6,128,Helio G99,50MP + 8MP + 2MP
Apple,Galaxy S Ultra 22,960.75,Flipkart,3.6,144,5.4,12,64,A16 Bionic,50MP + 50MP + 5MP
Realme,iPhone 5G 13,1719.42,AliExpress,3.5,90,7.0,12,512,Dimensity 920,64MP + 12MP + 8MP
Huawei,Galaxy S Pro 24,1426.12,Best Buy,4.3,144,5.4,16,512,Dimensity 920,64MP + 12MP + 8MP
Huawei,Pixel Plus 23,415.95,AliExpress,4.0,144,7.3,4,512,Dimensity 920,50MP + 8MP + 2MP
Google,Nord Max 23,993.47,Best Buy,3.3,60,5.8,6,128,Tensor G2,108MP + 12MP + 5MP
Oppo,Moto G Edge 17,374.92,Flipkart,3.7,60,6.9,6,64,Helio G99,48MP + 50MP + 5MP
Huawei,Xperia Max 17,1301.75,Flipkart,3.3,120,6.7,6,128,Dimensity 920,108MP + 12MP + 5MP
Motorola,Reno Max 14,1421.54,Official Store,3.5,144,5.9,6,64,Helio G99,108MP + 50MP + 8MP
Xiaomi,Mate Edge 25,987.2,eBay,3.1,165,6.0,4,64,Snapdragon 7 Gen 1,200MP + 50MP + 2MP
Oppo,Galaxy S Plus 13,834.11,Amazon,4.0,90,6.6,16,256,Helio G99,200MP + 16MP + 8MP
Motorola,Pixel Pro 12,760.82,Best Buy,3.0,165,5.6,12,64,Helio G99,108MP + 8MP + 2MP
Oppo,Nord Max 22,1450.92,Amazon,3.9,165,5.1,16,1024,Helio G99,12MP + 50MP + 2MP
Oppo,Galaxy S Mini 13,1089.99,eBay,4.2,90,5.4,8,256,Helio G99,108MP + 12MP + 2MP
Sony,Mate Mini 15,1975.73,eBay,4.8,165,5.0,12,256,Helio G99,12MP + 8MP + 5MP
Motorola,P Series Max 14,1230.66,AliExpress,3.3,120,7.4,4,512,Dimensity 920,200MP + 8MP + 5MP
Vivo,iPhone Mini 13,652.79,Best Buy,4.7,90,6.4,8,128,Dimensity 920,64MP + 8MP + 8MP
Vivo,iPhone Lite 21,1915.29,Best Buy,4.7,165,6.9,12,512,Helio G99,64MP + 8MP + 5MP
Vivo,P Series Pro 22,1643.09,eBay,4.4,90,5.1,12,128,Dimensity 920,50MP + 8MP + 5MP
Xiaomi,Redmi Note Pro 17,1597.81,Amazon,3.6,60,6.9,8,512,Snapdragon 7 Gen 1,64MP + 12MP + 2MP
Motorola,Galaxy S Mini 19,755.18,Amazon,3.3,165,7.2,4,256,Dimensity 920,108MP + 16MP + 8MP
Realme,Redmi Note Max 14,959.4,Flipkart,3.6,90,6.1,16,64,Dimensity 920,48MP + 8MP + 5MP
Realme,iPhone Ultra 16,837.37,Reliance Digital,4.1,90,7.1,6,128,Helio G99,12MP + 8MP + 5MP
Apple,Nord 5G 23,671.04,Flipkart,4.1,120,6.9,16,64,A15 Bionic,108MP + 16MP + 5MP
Motorola,P Series Plus 18,1438.46,eBay,3.2,90,5.3,8,256,Dimensity 920,50MP + 16MP + 5MP
Realme,Mate Lite 10,178.2,Best Buy,4.9,90,6.3,4,64,Helio G99,50MP + 16MP + 2MP
Huawei,Narzo Mini 11,1025.6,eBay,4.9,120,6.7,16,128,Helio G99,50MP + 12MP + 2MP
Sony,Nord Pro 12,709.92,Amazon,4.6,165,6.9,6,512,Dimensity 920,50MP + 50MP + 5MP
Oppo,iPhone Max 19,1743.45,Flipkart,4.1,120,7.1,16,256,Dimensity 920,48MP + 12MP + 8MP
Google,Narzo Max 13,1767.76,Amazon,4.8,165,6.4,8,256,Tensor G2,200MP + 50MP + 5MP
Motorola,Moto G Lite 25,985.32,AliExpress,4.5,90,5.5,8,64,Dimensity 920,48MP + 8MP + 2MP
Huawei,Reno Plus 21,1225.83,Official Store,3.8,90,6.4,8,256,Helio G99,64MP + 12MP + 5MP
Sony,V Series SE 10,468.21,Official Store,4.5,120,7.0,16,1024,Dimensity 920,200MP + 12MP + 5MP
Xiaomi,V Series Mini 22,1043.86,Official Store,3.6,90,7.2,4,1024,Dimensity 1080,12MP + 50MP + 5MP
Xiaomi,P Series Edge 25,1956.64,Best Buy,4.7,120,7.5,6,64,Snapdragon 7 Gen 1,48MP + 8MP + 2MP
OnePlus,V Series SE 18,1321.01,Flipkart,4.9,90,7.5,8,1024,Dimensity 9000,50MP + 50MP + 2MP
Huawei,Pixel Lite 19,459.06,Best Buy,3.4,144,6.3,6,64,Helio G99,64MP + 12MP + 5MP
Apple,Galaxy S Pro 22,263.32,Walmart,4.6,165,7.0,4,256,A16 Bionic,108MP + 16MP + 5MP
Sony,Moto G SE 10,1220.93,Walmart,4.8,144,6.5,16,512,Helio G99,48MP + 8MP + 2MP
Motorola,Redmi Note Pro 10,1609.37,Flipkart,3.1,90,5.7,4,64,Dimensity 920,48MP + 16MP + 2MP
Oppo,Mate Edge 21,239.08,Flipkart,3.8,90,6.0,12,256,Helio G99,64MP + 50MP + 2MP
Samsung,Reno Pro 10,1318.04,Flipkart,4.2,60,6.1,4,512,Snapdragon 8 Gen 2,48MP + 16MP + 5MP
OnePlus,V Series Pro 10,379.67,eBay,3.3,165,5.9,16,128,Dimensity 9000,48MP + 16MP + 8MP
Samsung,Moto G Max 14,1235.93,AliExpress,4.6,90,5.5,16,1024,Snapdragon 8 Gen 2,50MP + 12MP + 2MP
Sony,Pixel Lite 17,1614.47,Amazon,4.7,90,5.6,6,1024,Helio G99,64MP + 12MP + 5MP
Motorola,Moto G Pro 15,773.87,eBay,5.0,60,7.5,4,256,Helio G99,108MP + 16MP + 5MP
Vivo,Moto G Lite 24,814.75,Reliance Digital,4.0,144,7.4,16,128,Helio G99,108MP + 8MP + 2MP
Realme,Moto G Mini 21,1869.14,Walmart,4.2,120,6.9,12,64,Dimensity 920,200MP + 16MP + 5MP
Google,Narzo SE 14,1770.22,AliExpress,4.5,165,7.1,8,128,Tensor G1,64MP + 16MP + 2MP
Google,Nord Ultra 20,1399.22,Walmart,3.3,144,6.8,6,256,Tensor G1,108MP + 16MP + 5MP
Oppo,Mate SE 18,409.16,eBay,3.5,120,5.6,12,512,Dimensity 920,50MP + 50MP + 5MP
Nokia,Mate SE 16,1833.93,Reliance Digital,4.6,120,7.2,4,64,Dimensity 920,200MP + 12MP + 8MP
Apple,Reno SE 24,1297.14,Walmart,4.8,120,5.4,6,64,A15 Bionic,12MP + 12MP + 8MP
Realme,Mate Mini 14,1493.66,Walmart,3.3,120,5.3,4,256,Dimensity 920,12MP + 12MP + 8MP
Vivo,Mate SE 19,1051.84,Amazon,3.2,120,5.3,12,128,Helio G99,12MP + 50MP + 5MP
Samsung,Nord Lite 18,283.74,Walmart,4.5,144,6.5,12,64,Exynos 2200,200MP + 50MP + 5MP
Huawei,Galaxy S Ultra 21,1006.35,Amazon,4.8,60,6.6,16,64,Helio G99,48MP + 12MP + 5MP
Realme,Pixel Edge 15,1347.92,Flipkart,3.6,120,5.8,6,256,Dimensity 920,50MP + 50MP + 8MP
Google,Narzo Plus 11,877.56,Official Store,3.5,90,7.1,16,512,Tensor G2,108MP + 8MP + 8MP
Huawei,Moto G Ultra 19,1659.54,eBay,4.8,60,5.9,16,64,Helio G99,50MP + 8MP + 8MP
Oppo,Pixel Max 20,1845.81,Amazon,3.1,60,5.2,8,128,Dimensity 920,64MP + 50MP + 2MP
Xiaomi,V Series Turbo 16,436.76,Amazon,4.9,60,5.4,12,256,Snapdragon 7 Gen 1,50MP + 8MP + 5MP
Vivo,Moto G Plus 17,487.33,eBay,4.1,120,5.1,6,512,Helio G99,108MP + 16MP + 8MP
Vivo,Mate Lite 16,485.93,Best Buy,4.4,120,7.2,16,128,Dimensity 920,12MP + 12MP + 5MP
Realme,Narzo Plus 18,1805.65,Official Store,4.2,90,5.4,4,128,Helio G99,50MP + 8MP + 8MP
Vivo,Reno Ultra 19,1414.82,Official Store,4.2,90,5.2,16,64,Helio G99,108MP + 8MP + 2MP
OnePlus,Nord Edge 24,1740.97,Flipkart,3.2,144,5.2,6,1024,Snapdragon 8+ Gen 1,48MP + 12MP + 8MP
Huawei,Narzo Max 23,1921.07,Walmart,4.7,90,6.4,4,256,Dimensity 920,48MP + 12MP + 2MP
Huawei,Narzo Lite 11,503.31,AliExpress,3.4,144,6.8,12,1024,Helio G99,64MP + 16MP + 2MP
Huawei,Mate Pro 12,523.97,Walmart,4.5,90,5.7,6,128,Dimensity 920,12MP + 16MP + 2MP
Google,P Series Pro 16,965.53,Amazon,4.1,120,6.1,16,128,Tensor G1,64MP + 16MP + 5MP
Realme,Nord Plus 12,908.73,AliExpress,4.4,60,6.5,4,64,Helio G99,64MP + 8MP + 8MP
Apple,Redmi Note Max 19,1957.35,Best Buy,4.1,120,6.7,8,256,A16 Bionic,108MP + 12MP + 5MP
Vivo,Mate Turbo 25,630.99,AliExpress,3.7,90,5.9,4,1024,Dimensity 920,64MP + 8MP + 5MP
Oppo,Xperia Edge 20,1619.45,eBay,3.8,165,6.4,8,256,Helio G99,108MP + 50MP + 5MP
Samsung,Galaxy S 5G 23,1029.63,Walmart,4.4,120,7.2,8,128,Exynos 2200,12MP + 8MP + 2MP
Apple,Pixel Ultra 19,1404.49,Official Store,3.6,60,5.3,4,64,A16 Bionic,12MP + 16MP + 5MP
Xiaomi,Galaxy S Pro 12,988.41,Best Buy,3.1,165,6.2,6,1024,Snapdragon 7 Gen 1,108MP + 16MP + 2MP
Apple,Pixel Edge 19,1807.78,eBay,4.7,120,5.4,8,1024,A16 Bionic,200MP + 12MP + 5MP
Oppo,Moto G Max 18,737.91,Reliance Digital,4.3,60,5.3,12,64,Helio G99,64MP + 50MP + 2MP
Huawei,iPhone Turbo 13,1481.94,Walmart,3.7,60,6.8,12,64,Helio G99,108MP + 16MP + 5MP
Huawei,Moto G Ultra 20,683.62,Reliance Digital,4.5,90,5.4,12,256,Helio G99,108MP + 12MP + 5MP
Google,Xperia Pro 12,1238.16,Walmart,4.8,90,7.5,6,1024,Tensor G2,64MP + 16MP + 8MP
Samsung,Narzo Edge 17,1912.89,Walmart,4.6,90,5.1,6,64,Exynos 2200,200MP + 16MP + 8MP
Motorola,Reno SE 20,519.86,AliExpress,4.6,144,6.6,6,64,Dimensity 920,64MP + 12MP + 8MP
Motorola,Moto G Pro 13,1115.84,Walmart,4.4,120,6.5,4,64,Dimensity 920,108MP + 16MP + 8MP
Apple,Narzo Max 22,1715.36,eBay,4.2,60,6.3,6,512,A15 Bionic,12MP + 8MP + 2MP
Sony,Narzo Plus 16,1875.09,Walmart,3.9,90,7.3,16,512,Dimensity 920,48MP + 50MP + 2MP
Huawei,P Series SE 14,1991.27,Best Buy,3.1,120,5.2,16,1024,Dimensity 920,48MP + 12MP + 2MP
